wall_time,session_t,loop,a0,a1,d0,d1,leg_s,dwell_s,holonomy_rad,berry_norm,loop_area,return_error,snapshots,fps_mean
1781523999588,1415.273,1,3.500,2.750,3,5,6.0,0.5,-0.173577,-0.055251,-1.50000,0.000000,47,7.9
1781524130229,1545.914,1,2.000,3.500,3,5,6.0,0.5,-0.641408,-0.204167,3.00000,0.000000,55,7.9
1781524261398,1677.083,1,3.500,2.000,3,5,6.0,0.5,0.584286,0.185984,-3.00000,0.000000,55,7.9
1781524392419,1808.104,1,2.000,3.500,3,5,6.0,0.5,-1.059874,-0.337368,3.00000,0.000000,55,7.9
1781524523480,1939.165,1,3.500,2.000,3,5,6.0,0.5,0.596079,0.189738,-3.00000,0.000000,55,7.9
1781524654973,2070.658,1,2.000,3.500,3,5,6.0,0.5,-0.739171,-0.235285,3.00000,0.000000,55,7.9
1781524786005,2201.690,1,3.500,2.000,3,5,6.0,0.5,0.673681,0.214439,-3.00000,0.000000,55,7.9
1781524917168,2332.853,1,2.000,3.500,3,5,6.0,0.5,-0.743778,-0.236752,3.00000,0.000000,55,7.9
1781525048780,2464.465,1,3.500,2.000,3,5,6.0,0.5,0.709273,0.225769,-3.00000,0.000000,55,7.9
1781525179908,2595.593,1,2.000,3.500,3,5,6.0,0.5,-0.836178,-0.266164,3.00000,0.000000,55,7.9
1781525310864,2726.549,1,3.500,2.000,3,5,6.0,0.5,0.753303,0.239784,-3.00000,0.000000,55,7.9
1781525371825,2787.510,1,2.000,4.000,1,4,6.0,0.5,-0.846762,-0.269533,6.00000,0.000000,55,8.2
1781525432464,2848.149,1,4.000,2.000,1,4,6.0,0.5,0.983266,0.312983,-6.00000,0.000000,56,8.1
1781525493314,2908.999,1,2.000,4.000,1,4,6.0,0.5,-0.954632,-0.303869,6.00000,0.000000,55,8.1
1781525554475,2970.160,1,4.000,2.000,1,4,6.0,0.5,0.833137,0.265196,-6.00000,0.000000,56,8.1
1781525615558,3031.243,1,2.000,4.000,1,4,6.0,0.5,-0.918263,-0.292292,6.00000,0.000000,55,8.1
1781525676473,3092.158,1,4.000,2.000,1,4,6.0,0.5,0.782274,0.249006,-6.00000,0.000000,57,8.1
1781525737810,3153.495,1,2.000,4.000,1,4,6.0,0.5,-0.754546,-0.240179,6.00000,0.000000,57,8.1
1781525798818,3214.503,1,4.000,2.000,1,4,6.0,0.5,1.057345,0.336563,-6.00000,0.000000,56,8.1
1781525859749,3275.434,1,2.000,4.000,1,4,6.0,0.5,-0.776235,-0.247083,6.00000,0.000000,56,8.1
1781525922491,3338.176,1,4.000,2.000,1,4,6.0,0.5,0.800789,0.254899,-6.00000,0.000000,57,8.2
1781526141135,3556.820,1,2.750,3.500,3,5,6.0,0.5,-0.020323,-0.006469,1.50000,0.000000,47,7.9
1781526257879,3673.564,1,3.500,2.750,3,5,6.0,0.5,-0.173983,-0.055380,-1.50000,0.000000,47,7.8
1781526374368,3790.053,1,2.750,3.500,3,5,6.0,0.5,0.033392,0.010629,1.50000,0.000000,47,7.9
1781526490834,3906.519,1,3.500,2.750,3,5,6.0,0.5,-0.177311,-0.056440,-1.50000,0.000000,47,7.9
1781526607159,4022.844,1,2.750,3.500,3,5,6.0,0.5,0.075753,0.024113,1.50000,0.000000,47,7.9
1781526723618,4139.303,1,3.500,2.750,3,5,6.0,0.5,-0.125713,-0.040016,-1.50000,0.000000,47,7.9
1781526840281,4255.966,1,2.750,3.500,3,5,6.0,0.5,0.096717,0.030786,1.50000,0.000000,47,7.9
1781526956714,4372.399,1,3.500,2.750,3,5,6.0,0.5,-0.136116,-0.043327,-1.50000,0.000000,47,7.9
1781527073309,4488.994,1,2.750,3.500,3,5,6.0,0.5,0.082679,0.026317,1.50000,0.000000,47,7.9
1781527189701,4605.386,1,3.500,2.750,3,5,6.0,0.5,-0.127772,-0.040671,-1.50000,0.000000,47,7.9
1781527320420,4736.105,1,2.000,3.500,3,5,6.0,0.5,-1.014715,-0.322994,3.00000,0.000000,55,7.9
1781527451759,4867.444,1,3.500,2.000,3,5,6.0,0.5,0.693079,0.220614,-3.00000,0.000000,55,7.9
1781527583816,4999.501,1,2.000,3.500,3,5,6.0,0.5,-0.687932,-0.218976,3.00000,0.000000,55,7.9
1781527715133,5130.818,1,3.500,2.000,3,5,6.0,0.5,0.795889,0.253339,-3.00000,0.000000,55,7.9
1781527846805,5262.490,1,2.000,3.500,3,5,6.0,0.5,-0.600159,-0.191037,3.00000,0.000000,55,7.9
1781527978179,5393.864,1,3.500,2.000,3,5,6.0,0.5,0.753956,0.239992,-3.00000,0.000000,55,7.9
1781528109763,5525.448,1,2.000,3.500,3,5,6.0,0.5,-0.722919,-0.230112,3.00000,0.000000,55,7.9
1781528241036,5656.721,1,3.500,2.000,3,5,6.0,0.5,0.978213,0.311375,-3.00000,0.000000,55,7.9
1781528372339,5788.024,1,2.000,3.500,3,5,6.0,0.5,-0.958148,-0.304988,3.00000,0.000000,55,7.9
1781528503997,5919.682,1,3.500,2.000,3,5,6.0,0.5,0.666384,0.212117,-3.00000,0.000000,55,7.9
1781528564097,5979.782,1,2.000,4.000,1,4,6.0,0.5,-0.902433,-0.287253,6.00000,0.000000,56,8.1
1781528624587,6040.272,1,4.000,2.000,1,4,6.0,0.5,0.839812,0.267321,-6.00000,0.000000,57,8.1
1781528685795,6101.480,1,2.000,4.000,1,4,6.0,0.5,-0.749267,-0.238499,6.00000,0.000000,56,8.0
1781528746960,6162.645,1,4.000,2.000,1,4,6.0,0.5,0.995452,0.316862,-6.00000,0.000000,56,8.2
1781528807770,6223.455,1,2.000,4.000,1,4,6.0,0.5,-0.828261,-0.263644,6.00000,0.000000,56,8.1
1781528868639,6284.324,1,4.000,2.000,1,4,6.0,0.5,0.938499,0.298734,-6.00000,0.000000,55,8.0
1781528930569,6346.254,1,2.000,4.000,1,4,6.0,0.5,-0.889520,-0.283143,6.00000,0.000000,55,8.2
1781528992551,6408.236,1,4.000,2.000,1,4,6.0,0.5,0.759053,0.241614,-6.00000,0.000000,56,8.2
1781529054309,6469.994,1,2.000,4.000,1,4,6.0,0.5,-0.781934,-0.248897,6.00000,0.000000,56,8.1
1781529116020,6531.705,1,4.000,2.000,1,4,6.0,0.5,0.785567,0.250054,-6.00000,0.000000,55,8.1
1781535224647,235.168,1,2.750,3.500,3,5,6.0,0.5,0.233510,0.074329,1.50000,0.000000,46,7.9
1781535342067,352.588,1,3.500,2.750,3,5,6.0,0.5,-0.089491,-0.028486,-1.50000,0.000000,47,7.9
1781535458617,469.138,1,2.750,3.500,3,5,6.0,0.5,-0.036554,-0.011635,1.50000,0.000000,46,7.8
1781535575507,586.028,1,3.500,2.750,3,5,6.0,0.5,-0.054954,-0.017492,-1.50000,0.000000,46,7.9
1781535692097,702.618,1,2.750,3.500,3,5,6.0,0.5,0.162956,0.051871,1.50000,0.000000,47,7.9
1781535808535,819.056,1,3.500,2.750,3,5,6.0,0.5,-0.266400,-0.084798,-1.50000,0.000000,47,7.9
1781535925020,935.541,1,2.750,3.500,3,5,6.0,0.5,0.101523,0.032316,1.50000,0.000000,47,7.9
1781536041263,1051.784,1,3.500,2.750,3,5,6.0,0.5,-0.152506,-0.048544,-1.50000,0.000000,47,7.9
1781536157429,1167.950,1,2.750,3.500,3,5,6.0,0.5,0.064634,0.020574,1.50000,0.000000,47,7.9
1781536273872,1284.393,1,3.500,2.750,3,5,6.0,0.5,-0.169810,-0.054052,-1.50000,0.000000,47,7.9
1781536404226,1414.747,1,2.000,3.500,3,5,6.0,0.5,-0.425365,-0.135398,3.00000,0.000000,55,7.9
1781536535507,1546.028,1,3.500,2.000,3,5,6.0,0.5,0.450932,0.143536,-3.00000,0.000000,55,7.9
1781536666665,1677.186,1,2.000,3.500,3,5,6.0,0.5,-0.452326,-0.143980,3.00000,0.000000,55,7.9
1781536798125,1808.646,1,3.500,2.000,3,5,6.0,0.5,0.417913,0.133026,-3.00000,0.000000,55,7.9
1781536929366,1939.887,1,2.000,3.500,3,5,6.0,0.5,-0.431531,-0.137360,3.00000,0.000000,55,6.9
1781537060258,2070.779,1,3.500,2.000,3,5,6.0,0.5,0.445435,0.141786,-3.00000,0.000000,55,7.1
1781537192580,2203.101,1,2.000,3.500,3,5,6.0,0.5,-0.649766,-0.206827,3.00000,0.000000,55,7.9
1781537323704,2334.225,1,3.500,2.000,3,5,6.0,0.5,0.411015,0.130830,-3.00000,0.000000,55,7.9
1781537454914,2465.435,1,2.000,3.500,3,5,6.0,0.5,-0.447346,-0.142395,3.00000,0.000000,55,7.9
1781537585834,2596.355,1,3.500,2.000,3,5,6.0,0.5,0.422236,0.134402,-3.00000,0.000000,55,7.9
1781537644943,2655.464,1,2.000,4.000,1,4,6.0,0.5,-0.905558,-0.288248,6.00000,0.000000,55,8.1
1781537706163,2716.684,1,4.000,2.000,1,4,6.0,0.5,0.999371,0.318110,-6.00000,0.000000,56,8.1
1781537767774,2778.295,1,2.000,4.000,1,4,6.0,0.5,-0.845144,-0.269018,6.00000,0.000000,56,8.1
1781537828518,2839.039,1,4.000,2.000,1,4,6.0,0.5,1.090135,0.347001,-6.00000,0.000000,55,8.1
1781537889128,2899.649,1,2.000,4.000,1,4,6.0,0.5,-0.856897,-0.272759,6.00000,0.000000,54,8.0
1781537950457,2960.978,1,4.000,2.000,1,4,6.0,0.5,1.167896,0.371753,-6.00000,0.000000,54,8.1
1781538012429,3022.950,1,2.000,4.000,1,4,6.0,0.5,-1.015834,-0.323350,6.00000,0.000000,55,8.1
1781538074992,3085.513,1,4.000,2.000,1,4,6.0,0.5,0.875630,0.278722,-6.00000,0.000000,56,8.1
1781538136271,3146.792,1,2.000,4.000,1,4,6.0,0.5,-1.006230,-0.320293,6.00000,0.000000,55,8.1
1781538198790,3209.311,1,4.000,2.000,1,4,6.0,0.5,1.002847,0.319216,-6.00000,0.000000,56,8.1
1781550929461,541.429,1,2.000,3.500,3,5,20.0,4.0,-1.380694,-0.439489,3.00000,0.000000,86,7.4
1781551231932,843.900,1,3.500,2.000,3,5,20.0,4.0,1.083855,0.345002,-3.00000,0.000000,87,7.4
1781551904682,1516.650,1,2.750,3.500,3,5,6.0,0.5,0.095963,0.030546,1.50000,0.011097,47,7.0
1781552024881,1636.849,1,3.500,2.750,3,5,6.0,0.5,-0.224039,-0.071314,-1.50000,0.000000,46,7.0
1781552723651,2335.619,1,2.750,3.500,3,5,6.0,0.5,0.088393,0.028136,1.50000,0.000000,46,7.0
1781552844621,2456.589,1,3.500,2.750,3,5,6.0,0.5,-0.163263,-0.051968,-1.50000,0.000153,46,7.0
1781552965406,2577.374,1,2.750,3.500,3,5,6.0,0.5,-0.017276,-0.005499,1.50000,0.011097,46,6.9
1781553091941,2703.909,1,3.500,2.750,3,5,6.0,0.5,-0.101114,-0.032186,-1.50000,0.000000,46,6.3
1781553377028,2988.996,1,2.750,3.500,3,5,6.0,0.5,0.060356,0.019212,1.50000,0.005883,47,7.0
1781553685558,3297.526,1,3.500,2.750,3,5,6.0,0.5,-0.179019,-0.056983,-1.50000,0.005368,47,6.5
